DATE,y_true
2004-02-01,101.56949822120667
2004-03-01,100.96800815855569
2004-04-01,101.93891741289715
2004-05-01,99.62526867583813
2004-06-01,100.75592057734912
2004-07-01,102.18694633759233
2004-08-01,101.6728648950222
2004-09-01,101.91446666639894
2004-10-01,101.2494061992195
2004-11-01,101.14578925132282
2004-12-01,101.04001173719988
2005-01-01,101.60813082038014
2005-02-01,101.48776752787684
2005-03-01,102.22460570282576
2005-04-01,101.2643669418711
2005-05-01,100.22412769352592
2005-06-01,102.51806353668192
2005-07-01,101.19627202466908
2005-08-01,100.69544038814148
2005-09-01,101.92044383332201
2005-10-01,101.59058224114833
2005-11-01,102.85960891462052
2005-12-01,102.03296895083417
2006-01-01,102.3746892627797
2006-02-01,100.70832330081248
2006-03-01,103.52610977313842
2006-04-01,102.66228234754968
2006-05-01,101.9537295782414
2006-06-01,101.91422490058801
2006-07-01,99.97331423068087
2006-08-01,102.16912375287896
2006-09-01,100.53159686370377
2006-10-01,100.58449751584199
2006-11-01,101.0605757029815
2006-12-01,103.77061372952957
2007-01-01,101.5426536993139
2007-02-01,104.38124648112478
2007-03-01,101.79676425809737
2007-04-01,99.86514716767304
2007-05-01,100.21762609936376
2007-06-01,101.88163039172004
2007-07-01,98.9666445120267
2007-08-01,99.0611047180409
2007-09-01,100.13258327915024
2007-10-01,100.80441144524634
2007-11-01,102.92082554398806
2007-12-01,103.74530123589521
2008-01-01,101.06502064508503
2008-02-01,100.3261609381449
2008-03-01,101.47273743966876
2008-04-01,101.55570597722343
2008-05-01,101.0806365865175
2008-06-01,101.06380930449141
2008-07-01,102.2407614831271
2008-08-01,102.2846479617646
2008-09-01,102.72514114360114
2008-10-01,101.27869652791587
2008-11-01,102.59700820937553
2008-12-01,101.58214499156651
2009-01-01,102.66060375187074
2009-02-01,102.95205619111094
2009-03-01,99.75166988898856
2009-04-01,100.66073942640118
2009-05-01,100.37666090317263
2009-06-01,101.15138844646232
2009-07-01,101.94031935436672
2009-08-01,100.70418555502286
2009-09-01,101.12554911718671
2009-10-01,101.14323126016022
2009-11-01,101.97211326064696
2009-12-01,101.30477812462964
2010-01-01,100.78198984340216
2010-02-01,102.09385275879099
2010-03-01,101.36326765317797
2010-04-01,101.9861252334022
2010-05-01,104.17505770967799
2010-06-01,103.76939542177269
2010-07-01,101.82760549135935
2010-08-01,103.46651401915706
2010-09-01,102.45222850357538
2010-10-01,100.36592146752672
2010-11-01,102.17599952999576
2010-12-01,103.31558894354146
2011-01-01,100.75137135267434
2011-02-01,101.38538245745909
2011-03-01,102.48191827053918
2011-04-01,102.26390248158077
2011-05-01,102.90160667253967
2011-06-01,102.72484385341224
2011-07-01,103.11425372764377
2011-08-01,101.01807555981365
2011-09-01,103.23804847349791
2011-10-01,103.3188224905478
2011-11-01,101.86371805629157
2011-12-01,101.70315687085265
2012-01-01,99.70584917809931
2012-02-01,102.66439701464425
2012-03-01,101.90728093399159
2012-04-01,102.24769602706759
2012-05-01,103.01160570887104
2012-06-01,101.13685015178132
2012-07-01,102.57252112411562
2012-08-01,100.80769779531987
2012-09-01,102.21742922894234
2012-10-01,101.9143737832305
2012-11-01,101.95213459007532
2012-12-01,101.51767236512723
2013-01-01,101.02889282915388
2013-02-01,102.25237169110466
2013-03-01,101.06788630699964
2013-04-01,99.88027229313381
2013-05-01,103.29543102838412
2013-06-01,102.62949070065946
2013-07-01,100.38156832899975
2013-08-01,102.3951528066946
2013-09-01,101.31122895348642
2013-10-01,101.59220992936595
2013-11-01,101.70644962262398
2013-12-01,100.49535778227238
2014-01-01,100.37503966476174
2014-02-01,100.40124360266073
2014-03-01,100.5117687122422
2014-04-01,101.73306847870609
2014-05-01,102.72543554542357
2014-06-01,101.91050992663983
2014-07-01,103.06994222090078
2014-08-01,104.06740888301402
2014-09-01,101.73387993211648
2014-10-01,102.50085331937218
2014-11-01,103.1080521403902
2014-12-01,102.42475087400813
2015-01-01,101.66393882509938
2015-02-01,102.55390880885552
2015-03-01,102.21537215051718
2015-04-01,100.4379195356891
2015-05-01,102.44491925374743
2015-06-01,102.3907459893456
2015-07-01,100.810365825115
2015-08-01,101.44561022863238
2015-09-01,102.8058299191531
2015-10-01,101.35389027736883
2015-11-01,102.92929840173423
2015-12-01,104.6480652442996
2016-01-01,100.52411279111242
2016-02-01,100.45955708152634
2016-03-01,101.53450886450408
2016-04-01,100.7351788559356
2016-05-01,100.51938169522131
2016-06-01,102.05901701743093
2016-07-01,100.09794053697982
2016-08-01,102.86077587469462
2016-09-01,102.08640281425116
2016-10-01,104.88964875102876
2016-11-01,104.39359744608383
2016-12-01,101.3141558484354
2017-01-01,101.10298794685603
2017-02-01,102.21660599815776
2017-03-01,101.42112392903267
2017-04-01,101.82359084011712
2017-05-01,101.73975040913841
2017-06-01,100.16808844529946
2017-07-01,101.51379168082123
2017-08-01,101.1625984161985
2017-09-01,101.98792688266829
2017-10-01,103.48138792107837
2017-11-01,100.68582192631222
2017-12-01,103.11792772607652
2018-01-01,101.67243250098787
2018-02-01,101.99827051226642
2018-03-01,102.62366591037583
2018-04-01,102.21411104447736
2018-05-01,102.41982122727195
2018-06-01,102.60570049735063
2018-07-01,101.95189158658172
2018-08-01,101.24691330621373
2018-09-01,100.47422845639477
2018-10-01,100.50453679014078
2018-11-01,104.16757349590664
2018-12-01,102.04141315868621
2019-01-01,99.96061422523465
2019-02-01,99.76878864648687
2019-03-01,101.67255790136348
2019-04-01,102.69065099533151
2019-05-01,102.43564283465062
2019-06-01,101.70352392437675
2019-07-01,101.49327451502604
2019-08-01,101.9747889994326
2019-09-01,102.30931374341776
2019-10-01,100.08613074919474
2019-11-01,101.99341731395938
2019-12-01,101.33907319544583
