DATE,y_true,y_diff,MLP_diff,MLP_level,LSTM_diff,LSTM_level
3/1/96,572.2668461,0.103352079,0.037228879,5.35E+02,-0.01668757,507.4635784
4/1/96,575.9205321,0.006364289,0.120671876,6.41E+02,0.058118071,605.5258915
5/1/96,639.9951592,0.105490927,0.070104763,6.16E+02,0.034825169,595.9770617
6/1/96,583.4763506,-0.092456692,-0.05858646,6.03E+02,0.039246935,665.1130079
7/1/96,517.0608735,-0.120843309,-0.070363171,5.42E+02,-0.003365712,581.5125373
8/1/96,513.9088516,-0.006114693,-0.04963455,4.91E+02,-0.052249733,490.0445807
9/1/96,529.5061573,0.029898875,-0.02246031,5.02E+02,-0.086842582,469.2796802
10/1/96,529.1233183,-0.000723273,0.04863302,5.55E+02,-0.014322193,521.9224677
11/1/96,453.945502,-0.153244369,-0.076447338,4.89E+02,-0.038508713,508.7474601
12/1/96,451.0623363,-0.006371603,-0.056617312,4.28E+02,-0.031600721,439.6004968
1/1/97,408.3785586,-0.099410964,0.140546501,5.14E+02,0.078336306,486.3968935
2/1/97,430.5130189,0.052782981,-0.135469586,3.53E+02,-0.049847841,388.0217691
3/1/97,441.6588458,0.025560177,-0.11834611,3.80E+02,-0.141757667,369.4844977
4/1/97,412.7660032,-0.067656888,-0.022633744,4.32E+02,-0.002954018,440.3541775
5/1/97,394.5582861,-0.045113978,-0.042338781,3.95E+02,-0.125845775,360.8211456
6/1/97,363.8917737,-0.080910378,-0.024274895,3.85E+02,0.039552379,410.1640052
7/1/97,362.8261405,-0.002932731,0.007299386,3.67E+02,-0.017622398,357.479128
8/1/97,392.6193145,0.078916709,0.014688593,3.68E+02,-0.016362332,356.8894588
9/1/97,360.8086426,-0.084492735,-0.070052035,3.65E+02,-0.014079324,387.0915
10/1/97,375.5456439,0.040032277,-0.003552053,3.60E+02,-0.019964579,353.6052498
11/1/97,358.9320762,-0.045246851,-0.014266556,3.70E+02,-0.016358001,369.4024678
12/1/97,337.0649665,-0.062857477,-0.023060543,3.51E+02,-0.004556571,357.2965769
1/1/98,333.7593041,-0.009855604,-0.028944043,3.27E+02,-0.033780601,325.6787094
2/1/98,307.0997746,-0.083247393,-0.040113471,3.20E+02,-0.065477639,311.9055327
3/1/98,291.8038637,-0.051090816,-0.069753267,2.86E+02,-0.039552528,294.953202
4/1/98,261.4922626,-0.109677182,-0.049016908,2.78E+02,-0.02952599,283.1880659
5/1/98,313.5054726,0.181412122,0.006707586,2.63E+02,-0.012851662,258.1316525
6/1/98,313.2119612,-0.000936663,-0.006526691,3.11E+02,-0.006458363,311.4807406
7/1/98,295.6816923,-0.057596642,0.001548072,3.14E+02,-9.69E-06,313.2089258
8/1/98,300.5204906,0.016232428,0.002491848,2.96E+02,0.000282855,295.7653273
9/1/98,297.2715863,-0.010869787,0.001869197,3.01E+02,0.005635954,302.2142101
10/1/98,291.7084827,-0.018891196,0.030492328,3.06E+02,0.009080027,299.9708204
11/1/98,302.9800898,0.037912137,-0.037970785,2.81E+02,0.002536337,292.4483537
12/1/98,323.7271309,0.066233879,0.035011604,3.14E+02,0.015916783,307.8025583
1/1/99,309.213517,-0.045868941,-0.002265217,3.23E+02,-0.022740871,316.3652941
2/1/99,295.7640774,-0.044469931,-0.008874203,3.06E+02,-0.009672199,306.2227422
3/1/99,293.2458518,-0.008550759,-0.01109184,2.92E+02,0.01018181,298.775491
4/1/99,240.4664682,-0.198430687,-0.155957207,2.48E+02,-0.144535393,250.8614475
5/1/99,208.6122898,-0.142103198,-0.12177521,2.11E+02,0.067787915,256.7671888
6/1/99,233.6368425,0.113290498,0.00339194,2.09E+02,-0.197593018,167.3919578
7/1/99,268.6611333,0.139682903,0.025059992,2.39E+02,0.067810409,249.4798523
8/1/99,263.6730368,-0.018741019,-0.00086918,2.68E+02,0.067370072,286.7608532
9/1/99,276.4887308,0.047460225,0.145310804,3.02E+02,0.034321133,272.7225942
10/1/99,286.2235338,0.034603029,-0.055616587,2.61E+02,0.070273057,295.9184391
11/1/99,369.1272138,0.254368245,0.199655309,3.43E+02,0.035835933,296.4806212
12/1/99,403.2827058,0.088496482,0.125115439,4.15E+02,0.163045183,429.3116279
1/1/00,398.5192688,-0.011881969,0.000626999,4.04E+02,0.018991223,410.9415375
2/1/00,370.8039733,-0.072082301,0.016514989,4.05E+02,0.005313178,400.6366726
3/1/00,325.0795816,-0.13160353,0.016087979,3.77E+02,0.008925567,374.1136091
4/1/00,330.2824639,0.01587822,-0.042248812,3.11E+02,-0.056847308,306.5996826
5/1/00,311.9785237,-0.057013888,-0.054178525,3.12E+02,-0.046401031,314.9570169
6/1/00,275.2780471,-0.125152684,-0.079841666,2.87E+02,-0.073020659,289.1976462
7/1/00,257.3484277,-0.067350751,-0.077158019,2.54E+02,-0.096582726,248.690943
8/1/00,233.4414306,-0.097499703,-0.077105947,2.38E+02,-0.066903442,240.1309321
9/1/00,273.6959667,0.159086667,-0.028227661,2.27E+02,-0.019005489,229.0047622
10/1/00,295.9845041,0.078289222,-0.353215694,1.77E+02,0.119439706,306.3861326
11/1/00,292.4093309,-0.012152463,0.430550486,4.23E+02,0.051768575,311.3072001
12/1/00,333.8663988,0.13258627,0.110289171,3.25E+02,0.016415671,297.2094262
1/1/01,336.6630549,0.008341684,0.086617328,3.63E+02,0.026900154,342.8474562
2/1/01,312.2286402,-0.075346852,0.012738885,3.41E+02,0.034427367,348.2534775
3/1/01,358.0018537,0.136802424,-0.011558473,3.09E+02,0.026470223,320.4934021
4/1/01,368.0745034,0.027747208,-0.009698872,3.55E+02,0.043633871,373.6228604
5/1/01,340.9087137,-0.076670633,0.035421368,3.81E+02,0.024561789,377.1150717
6/1/01,336.0081642,-0.014479282,0.011416242,3.45E+02,-0.03105692,330.3211391
7/1/01,311.9651808,-0.074243876,-0.075884365,3.11E+02,-0.050200861,319.1402651
8/1/01,277.1528823,-0.118322306,-0.09191294,2.83E+02,-0.01938244,305.9185345
9/1/01,300.1653892,0.079764344,0.006449418,2.79E+02,-0.091764599,251.7200592
10/1/01,350.8526337,0.156032668,1.717500567,8.16E+02,0.037823886,311.5188106
11/1/01,313.9407306,-0.111162076,-3.10589838,-7.39E+02,0.05398139,369.7921465
12/1/01,327.4240565,0.042051927,1.49792397,7.84E+02,0.017720956,319.5040606
1/1/02,310.7279451,-0.052338385,-0.030029243,3.18E+02,-0.212578088,257.8208766
2/1/02,296.1506195,-0.04804958,-0.02312158,3.04E+02,-0.370459914,195.6156972
3/1/02,283.5152329,-0.043602321,-0.055127598,2.80E+02,0.474759579,436.7509628
4/1/02,262.9310815,-0.075373903,-0.23775667,2.16E+02,-0.035287399,273.5107178
5/1/02,264.8560163,0.007294393,0.048169084,2.76E+02,-0.019302286,257.8559106
6/1/02,243.5267066,-0.083959729,0.046019059,2.77E+02,-0.088978849,241.2894327
7/1/02,247.6896101,0.016949775,-0.004808776,2.42E+02,0.002295113,244.0856279
8/1/02,249.548169,0.007475569,-0.027220409,2.41E+02,-0.038174309,238.2342304
9/1/02,243.5020165,-0.024526735,-0.008416706,2.47E+02,-0.004566695,248.4085586
10/1/02,224.5037843,-0.08123266,0.002764737,2.44E+02,-0.046639737,232.1451466
11/1/02,212.5853378,-0.054549066,-0.083020009,2.06E+02,-0.060405724,210.9424707
12/1/02,229.6923834,0.077397453,-0.02493172,2.07E+02,0.00185847,212.9804212
1/1/03,234.83296,0.022133502,-0.007202186,2.28E+02,0.044787556,239.9797439
2/1/03,219.0453931,-0.06959547,0.010997742,2.37E+02,0.019046817,239.3057804
3/1/03,220.4549768,0.006414504,0.007466573,2.21E+02,-0.052572239,207.5296863
4/1/03,233.8241237,0.058875738,0.056518827,2.33E+02,-0.01329239,217.5246033
5/1/03,199.9481449,-0.156511167,-0.11864388,2.06E+02,-0.021623103,228.7681206
6/1/03,209.8942023,0.048545548,0.015581199,2.03E+02,-0.011628362,197.6230754
7/1/03,196.7037925,-0.064904599,-0.024375133,2.05E+02,-0.038033623,201.9111652
8/1/03,207.7366249,0.054572045,-0.028744398,1.91E+02,-0.002396341,196.232423
9/1/03,192.3145052,-0.077138971,-0.022554643,2.03E+02,-0.035244204,200.4151129
10/1/03,160.5627076,-0.180447512,-0.156228572,1.62E+02,-0.073457018,178.1876552
11/1/03,137.8652844,-0.152407559,-0.124796398,1.41E+02,-0.115412191,142.0318138
12/1/03,140.537611,0.019198138,-0.026060477,1.34E+02,-0.118216246,121.567368
1/1/04,143.6104938,0.021629583,0.003010399,1.41E+02,-0.03465331,135.6675177
2/1/04,132.3963467,-0.081304681,-0.062783726,1.35E+02,-0.018081201,141.0138435
3/1/04,138.1313349,0.042404885,0.001551944,1.33E+02,-0.00548687,131.6699051
4/1/04,114.0723359,-0.191372162,-0.11738798,1.22E+02,-0.08033175,127.035003
5/1/04,116.4033307,0.020228376,-0.027329627,1.11E+02,-0.061537329,107.052629
6/1/04,104.498635,-0.107887139,-0.067428239,1.09E+02,-0.070276782,108.2228792
7/1/04,98.89308201,-0.055134722,-0.046666536,9.96E+01,-0.047509231,99.53398526
8/1/04,99.74425818,0.008570205,-0.014941125,9.74E+01,-0.094360314,89.56149971
9/1/04,95.68770712,-0.041519654,-0.067761399,9.30E+01,0.012500501,100.9911114
10/1/04,94.23258114,-0.015323844,-0.02227135,9.36E+01,-1.70E-05,95.6860796
11/1/04,98.07921699,0.040009495,0.033878818,9.74E+01,-0.012972774,93.01012316
12/1/04,93.10748071,-0.052020956,-0.042332973,9.39E+01,-0.017735723,96.33971113
1/1/05,96.96608154,0.04060671,8.302013397,8.66E+02,-0.026246235,90.66375991
2/1/05,89.83259241,-0.076413389,-13.25143814,-1.19E+03,0.024754722,99.3664499
3/1/05,95.14977236,0.057504347,4.937190056,5.33E+02,-0.010743502,88.86747581
4/1/05,106.1031497,0.10895953,0.000642676,9.52E+01,0.000272071,95.17565986
5/1/05,89.91399821,-0.165558093,-0.001782215,1.06E+02,-0.002048431,105.8858047
6/1/05,85.25761381,-0.053176214,-0.00125271,8.98E+01,-0.000615888,89.85862122
7/1/05,88.02888718,0.0319876,-0.15274246,7.22E+01,0.172561526,99.96979778
8/1/05,86.63327598,-0.015981033,0.13067244,9.95E+01,-0.143876299,75.36361666
9/1/05,87.64741613,0.01163814,-0.04773657,8.25E+01,-0.09849181,78.1006078
10/1/05,87.02503812,-0.00712626,-0.001902178,8.75E+01,0.000155242,87.66102265
11/1/05,87.98463788,0.010966358,0.000414392,8.71E+01,-0.000982799,86.93951
12/1/05,86.79738095,-0.013585782,-0.000429811,8.79E+01,-0.00109004,87.88873107
1/1/06,92.0831303,0.059115311,0.043583557,9.06E+01,0.079278141,93.67851598
2/1/06,92.9209827,0.009057724,0.000658181,9.21E+01,-0.024207514,89.85402665
3/1/06,94.70340721,0.019000495,0.021894943,9.50E+01,0.011066045,93.94925044
4/1/06,92.7181616,-0.021185607,-0.012227518,9.35E+01,-0.004874584,94.24176747
5/1/06,88.58940487,-0.045552105,-0.018937841,9.10E+01,-0.022924902,90.59260684
6/1/06,85.76701768,-0.032377743,-0.015051169,8.73E+01,-0.018417038,86.95785044
7/1/06,88.53279549,0.031738531,-0.093843997,7.77E+01,-0.004334835,85.39523178
8/1/06,84.66905851,-0.044622826,0.138335377,1.01E+02,-0.021127952,86.66227881
9/1/06,85.99684395,0.015560369,-0.074424401,7.84E+01,-0.004470231,84.29056826
10/1/06,100.7563614,0.158394742,0.141484961,9.82E+01,0.128293827,97.02970818
11/1/06,107.6248514,0.065946243,0.059933562,1.07E+02,0.048746768,105.6679084
12/1/06,104.1849559,-0.032483841,-0.014197274,1.06E+02,0.01018066,108.7205434
1/1/07,115.254011,0.100970742,-0.003434234,1.04E+02,0.048179362,109.2045206
2/1/07,113.4983121,-0.015350519,0.011949265,1.17E+02,0.022540573,117.8519024
3/1/07,96.63578585,-0.160838839,0.031687435,1.17E+02,-0.03051747,110.0346307
4/1/07,89.51266532,-0.076568999,-0.048222918,9.20E+01,-0.082688697,88.64509866
5/1/07,82.81165708,-0.07781129,-0.126618236,7.82E+01,-0.096699886,80.85680079
6/1/07,81.30494065,-0.018362052,-0.074303895,7.67E+01,-0.069756456,77.03500939
7/1/07,79.89148251,-0.01753754,-0.0001807,8.13E+01,-0.015112603,80.07621136
8/1/07,85.67113811,0.069846745,-0.002785814,7.97E+01,0.017329741,81.27598123
9/1/07,87.18416872,0.017506772,-0.000518937,8.56E+01,-0.00570259,85.18259072
10/1/07,86.13565664,-0.012099307,0.004342164,8.76E+01,0.019785432,88.90914518
11/1/07,92.49302085,0.071209735,-0.011740648,8.51E+01,0.018382469,87.71904269
12/1/07,81.50752179,-0.126437884,0.036215667,9.58E+01,-0.009350717,91.62814478
1/1/08,83.66103893,0.026078076,0.027445404,8.37E+01,-0.016689796,80.14717788
2/1/08,84.48394745,0.009788161,0.05449643,8.82E+01,-0.036950976,80.56968191
3/1/08,83.44011025,-0.012432413,-0.11536587,7.47E+01,0.020216722,86.19193593
4/1/08,84.64743001,0.014365616,0.01847283,8.50E+01,0.005264366,83.8793695
5/1/08,85.21584801,0.006692678,0.004078588,8.50E+01,0.007011537,85.24093856
6/1/08,85.57257133,0.004177377,-0.007361407,8.46E+01,0.002914109,85.4641763
7/1/08,87.7366521,0.024974935,0.029911503,8.81E+01,-0.155601189,72.25737752
8/1/08,100.9194386,0.139982823,0.084363103,9.51E+01,0.065383255,93.47316004
9/1/08,99.75786856,-0.011576625,0.007150895,1.02E+02,0.211643443,122.278376
10/1/08,105.1207234,0.052363501,-0.001700313,9.96E+01,0.037419699,103.490778
11/1/08,103.6251088,-0.014329773,0.024112593,1.08E+02,0.110356688,116.7214983
12/1/08,97.83656028,-0.057481329,0.038677447,1.08E+02,-0.086686648,94.64219544
1/1/09,102.2965163,0.044577285,1.043180585,2.00E+02,-0.018213373,96.05462654
2/1/09,95.82955567,-0.065304467,-0.923445702,7.83E+00,-0.031548608,99.06920364
3/1/09,97.14777746,0.013662146,-0.15731819,8.08E+01,0.012178671,96.99663227
4/1/09,92.44846116,-0.049581986,-1.307222366,-2.98E+01,-0.002646011,96.89072341
5/1/09,97.55557185,0.053770871,1.155813932,1.99E+02,-0.009919391,91.53142872
6/1/09,98.35803786,0.008192085,0.12772204,1.10E+02,-0.011120947,96.4706615
7/1/09,107.8771476,0.092378789,-0.32090348,6.68E+01,0.167414412,114.8245909
8/1/09,103.8787436,-0.037768765,0.206616238,1.30E+02,0.135356754,122.4790482
9/1/09,100.3433249,-0.034626737,0.193391487,1.24E+02,-0.223666891,80.64450796
10/1/09,92.69967506,-0.079232588,-0.099029712,9.04E+01,-0.007000013,99.64092035
11/1/09,89.75553435,-0.032275278,-0.079468541,8.53E+01,-0.051161978,87.95697629
12/1/09,90.61184232,0.009495225,0.044894487,9.38E+01,-0.07544177,82.98421795
1/1/10,95.64775703,0.054087331,0.052758254,9.54E+01,0.010301841,91.54531115
2/1/10,89.24832828,-0.069249556,-0.087701194,8.73E+01,0.010863468,96.68682338
3/1/10,95.09509414,0.063454692,0.059983667,9.46E+01,0.003875415,89.5942026
4/1/10,106.6016202,0.114221328,0.137077525,1.08E+02,0.136370078,108.0632195
5/1/10,109.0696123,0.022887613,-0.002525351,1.06E+02,-1.700084925,-74.63018723
6/1/10,131.1581399,0.184417447,0.079522669,1.18E+02,1.777789593,302.9724339
7/1/10,120.2037852,-0.087215258,-0.020122498,1.29E+02,0.010835477,132.579301
8/1/10,105.2243189,-0.133094071,-0.026490701,1.17E+02,-0.04770197,114.4698279
9/1/10,92.64820692,-0.127284842,-0.039928414,1.01E+02,-0.049675126,99.99728763
10/1/10,106.0246884,0.134862378,0.020182081,9.45E+01,0.016574483,94.18380308
11/1/10,111.6512443,0.051708146,0.00986042,1.07E+02,0.009272613,107.0078143
12/1/10,110.8648962,-0.007067815,0.002327291,1.12E+02,0.006522699,112.3795118
1/1/11,112.2924116,0.012793979,0.014916421,1.13E+02,0.200896546,133.1372709
2/1/11,100.7864533,-0.108102332,-0.058187064,1.06E+02,-0.547525108,50.80949683
3/1/11,128.2162297,0.240714178,0.081357002,1.09E+02,0.384714931,139.5605068
4/1/11,131.8737786,0.028127109,0.356831968,1.74E+02,-0.194216847,103.3144778
5/1/11,132.1925613,0.002414415,0.196738511,1.58E+02,0.083996013,142.9506502
6/1/11,145.7019262,0.097303276,-0.370726168,8.32E+01,0.293065161,170.9335954
7/1/11,152.2666598,0.044070391,-0.092872582,1.32E+02,0.035815578,150.9203249
8/1/11,154.1783031,0.012476421,-0.079876818,1.40E+02,0.028641382,156.6277874
9/1/11,144.0654163,-0.067842269,0.267538726,1.95E+02,0.030332364,158.8548956
10/1/11,149.7769866,0.038879956,0.030947529,1.49E+02,0.148380801,165.4419582
11/1/11,180.8691761,0.188626554,0.070932359,1.60E+02,-0.040532317,143.7061783
12/1/11,204.8559687,0.124533154,0.070943862,1.94E+02,0.064975262,192.6211981
1/1/12,239.0958813,0.154557508,-0.237315953,1.56E+02,0.093580477,224.0264879
2/1/12,228.5148213,-0.045263577,0.218358159,2.91E+02,0.084362492,259.2666057
3/1/12,204.268525,-0.112165644,0.245831519,2.85E+02,0.048930772,239.6962278
4/1/12,204.2365365,-0.000156613,-0.036115125,1.97E+02,-0.010877201,202.0466551
5/1/12,207.642093,0.016537076,-0.040740386,1.96E+02,-0.025799416,198.9673531
6/1/12,229.8366112,0.10155278,0.03092156,2.14E+02,-0.009257332,205.7198811
7/1/12,194.0012923,-0.16950385,0.002433764,2.30E+02,0.001374238,230.1524614
8/1/12,227.5246234,0.159393647,0.000232224,1.94E+02,0.001168681,194.228018
9/1/12,221.9802057,-0.024670253,0.000120897,2.28E+02,0.000243966,227.5801316
10/1/12,213.4851933,-0.039020737,-0.01252577,2.19E+02,-0.037158825,213.7316822
11/1/12,194.0023119,-0.095697402,-0.039788332,2.05E+02,-0.060363989,200.5983753
12/1/12,164.6689913,-0.16393273,-0.065204881,1.81E+02,-0.019996181,190.1230065
1/1/13,178.5279093,0.080807598,0.037617795,1.71E+02,-0.018508472,161.62122
2/1/13,180.7242537,0.012227466,-0.021032417,1.75E+02,-0.047890034,169.9782017
3/1/13,157.9801457,-0.134503044,-0.117505819,1.59E+02,-0.034521934,174.485303
4/1/13,138.9183724,-0.128582853,-0.76823467,3.66E+01,-0.042113557,151.3270398
5/1/13,134.0145279,-0.0359383,-0.268182158,1.02E+02,-0.050782438,131.8637587
6/1/13,157.4457733,0.161132891,0.852590144,2.48E+02,-0.090930663,121.828498
7/1/13,151.6783564,-0.0373189,-0.00497402,1.57E+02,-0.036768943,151.6566586
8/1/13,129.3005729,-0.159622486,-0.049394321,1.44E+02,-0.018111514,148.9312318
9/1/13,129.4195152,0.000919467,0.006831386,1.30E+02,0.007343502,130.2500919
10/1/13,123.27973,-0.048603183,-0.053462986,1.23E+02,-0.091367669,117.5947557
11/1/13,96.71636081,-0.242673421,-0.180957451,1.01E+02,-0.142489105,105.7137116
12/1/13,96.37400779,-0.003546043,-0.025795339,9.42E+01,-0.026359003,94.16701396
1/1/14,93.99665079,-0.024977385,0.004580862,9.68E+01,-0.003911182,95.99707152
2/1/14,101.3975944,0.075790216,-0.00303235,9.37E+01,-0.001920349,93.81614441
3/1/14,118.0295252,0.151885439,-0.010905064,1.00E+02,-0.003525022,101.0401657
4/1/14,132.1116416,0.112712528,-0.279048413,8.51E+01,0.072145492,126.5448233
5/1/14,128.6318486,-0.026692898,0.125020087,1.49E+02,0.128844738,149.1335314
6/1/14,113.0925041,-0.128748333,0.330289304,1.71E+02,-0.024729213,125.4508842
7/1/14,147.9250256,0.268499458,0.297153592,1.47E+02,-0.193441451,91.21572604
8/1/14,148.0409197,0.000783158,-0.069535516,1.38E+02,0.248454168,184.6776149
9/1/14,148.8991373,0.005780425,-0.053664215,1.40E+02,0.118941151,165.6490771
10/1/14,147.1538829,-0.011790284,0.003678192,1.49E+02,-0.004515235,148.2268227
11/1/14,150.753928,0.02417003,-0.001609217,1.47E+02,0.008028387,148.3352912
12/1/14,151.6161843,0.005703333,0.008349208,1.52E+02,0.006905031,151.7948886
1/1/15,141.1971129,-0.071195347,-0.087630086,1.38E+02,-0.02421581,147.9446756
2/1/15,132.007204,-0.067300381,-0.095884033,1.28E+02,-0.041984644,135.2690024
3/1/15,132.4336717,0.003225432,0.080785997,1.43E+02,-0.036527671,127.1852883
4/1/15,127.1803407,-0.040475845,-0.051730286,1.26E+02,-0.070284411,123.125649
5/1/15,115.40318,-0.097174174,-0.072089568,1.18E+02,-0.04343373,121.6564241
6/1/15,119.4126469,0.034153205,0.009992377,1.17E+02,-0.000109337,115.3905622
7/1/15,114.9064502,-0.038466795,0.003687719,1.20E+02,-0.013860089,117.757577
8/1/15,134.8597886,0.160117315,0.073981933,1.23E+02,-6.79E-06,114.9056699
9/1/15,103.3075377,-0.266525293,-0.102626242,1.21E+02,-0.011089711,133.3642325
10/1/15,115.9149371,0.115146279,0.00047262,1.03E+02,0.001419467,103.4541793
11/1/15,129.9062425,0.113956357,0.000313902,1.16E+02,0.000980262,116.0285641
12/1/15,107.1264191,-0.192803355,-0.001143955,1.30E+02,-0.002757163,129.5480699
1/1/16,102.7859696,-0.041360762,-0.000988689,1.07E+02,-0.080115005,98.54398544
2/1/16,96.98413502,-0.058101453,-0.049914289,9.77E+01,-0.025340501,100.1813217
3/1/16,88.10103018,-0.096063182,-0.152903676,8.22E+01,-0.098351158,87.44563301
4/1/16,81.57785513,-0.076926384,-0.154187083,7.45E+01,-0.053697132,83.37025757
5/1/16,78.49613438,-0.038508462,-0.288450301,5.80E+01,-0.0820603,74.88355188
